year,iso3,country,who_region,latitude,longitude,syndrome,confirmed_cases,deaths,recovered,case_fatality_rate,hospitalized,icu_admissions,human_to_human_cases,mortality_rate_per_100k,humidity_pct,ndvi,rodent_abundance_index,deforestation_km2,densidad_poblacional,avg_temp_c,rainfall_mm
2011,ARG,Argentina,AMRO,-34.6,-58.4,HPS,105,33.0,72.0,0.3143,85.0,22.0,2.0,31.13,68.875,0.632125,0.64475,20.24,,17.102722,2.2474227
2011,CHL,Chile,AMRO,-33.4,-70.7,HPS,50,13.0,37.0,0.26,38.0,10.0,0.0,25.49,74.6375,0.585,0.641875,13.5,,15.402832,1.2189473
2012,RUS,Russia,EURO,55.8,37.6,HFRS,6353,292.0,6061.0,0.046,5592.0,2439.0,0.0,4.6,66.025,0.547,0.47525,9.34,,4.880249,2.2796233
2012,FIN,Finland,EURO,60.2,24.9,HFRS,1270,11.0,1259.0,0.0087,1191.0,536.0,0.0,0.87,82.25,0.55675,0.70725,10.62,,5.3568115,2.6846688
2012,DEU,Germany,EURO,52.5,13.4,HFRS,147,1.0,146.0,0.0068,124.0,45.0,0.0,0.68,70.325,0.56525,0.638,11.99,,9.608917,1.9893605
2012,USA,United States,AMRO,38.9,-77.0,HPS,31,14.0,17.0,0.4516,27.0,8.0,0.0,43.75,51.0875,0.53325,0.690625,28.67,,14.736511,2.4151332
2012,CHN,China,WPRO,39.9,116.4,HFRS,11775,403.0,11372.0,0.0342,10394.0,4078.0,0.0,3.42,60.9375,0.373125,0.608625,24.26,,12.029816,1.5624352
2012,KOR,South Korea,WPRO,37.6,127.0,HFRS,460,23.0,437.0,0.05,385.0,108.0,0.0,4.99,68.975,0.498,0.53925,14.45,,10.746765,3.7577698
2012,BRA,Brazil,AMRO,-15.8,-47.9,HPS,44,16.0,28.0,0.3636,37.0,11.0,0.0,35.56,68.425,0.549,0.671625,18.1,,21.801453,3.2479067
2012,ARG,Argentina,AMRO,-34.6,-58.4,HPS,74,25.0,49.0,0.3378,64.0,33.0,2.0,33.33,64.375,0.51625,0.811375,16.77,,17.678406,3.6775625
2012,CHL,Chile,AMRO,-33.4,-70.7,HPS,30,10.0,20.0,0.3333,22.0,7.0,2.0,32.26,72.65,0.573125,0.507125,26.15,,15.886108,1.6291192
2013,FIN,Finland,EURO,60.2,24.9,HFRS,1822,16.0,1806.0,0.0088,1582.0,400.0,0.0,0.88,80.35,0.42275,0.6685,10.8,,6.328491,1.7728213
2013,RUS,Russia,EURO,55.8,37.6,HFRS,6278,302.0,5976.0,0.0481,5300.0,2881.0,0.0,4.81,70.825,0.5555,0.61425,6.93,,5.848694,2.2230258
2013,DEU,Germany,EURO,52.5,13.4,HFRS,205,2.0,203.0,0.0098,153.0,45.0,0.0,0.97,73.125,0.3685,0.5065,10.11,,9.279846,2.0217638
2013,USA,United States,AMRO,38.9,-77.0,HPS,22,6.0,16.0,0.2727,19.0,5.0,0.0,26.09,50.575,0.55025,0.71875,27.04,,13.13562,3.1339188
2013,CHN,China,WPRO,39.9,116.4,HFRS,18672,662.0,18010.0,0.0355,16189.0,8264.0,0.0,3.55,57.575,0.546625,0.648875,25.79,,12.147675,1.2739335
2013,KOR,South Korea,WPRO,37.6,127.0,HFRS,565,23.0,542.0,0.0407,493.0,219.0,0.0,4.06,70.4,0.61025,0.70425,15.55,,10.722717,3.531079
2013,BRA,Brazil,AMRO,-15.8,-47.9,HPS,51,15.0,36.0,0.2941,38.0,16.0,0.0,28.85,71.15,0.520875,0.592,23.8,,21.722382,4.1603527
2013,ARG,Argentina,AMRO,-34.6,-58.4,HPS,68,23.0,45.0,0.3382,61.0,25.0,4.0,33.33,70.525,0.5925,0.575375,27.46,,17.381561,2.222811
2013,CHL,Chile,AMRO,-33.4,-70.7,HPS,30,11.0,19.0,0.3667,24.0,6.0,1.0,35.48,79.1,0.56525,0.64725,25.51,,15.799042,1.1367056
2014,FIN,Finland,EURO,60.2,24.9,HFRS,2036,25.0,2011.0,0.0123,1776.0,909.0,0.0,1.23,72.275,0.39475,0.706,9.0,,6.919983,1.9930047
2014,RUS,Russia,EURO,55.8,37.6,HFRS,8245,255.0,7990.0,0.0309,7298.0,2536.0,0.0,3.09,68.69999999999999,0.6799999999999999,0.46925,10.25,,6.306549,1.2581574
2014,DEU,Germany,EURO,52.5,13.4,HFRS,243,2.0,241.0,0.0082,229.0,109.0,0.0,0.82,65.15,0.45825,0.73825,13.39,,11.010498,1.8271759
2014,USA,United States,AMRO,38.9,-77.0,HPS,34,12.0,22.0,0.3529,27.0,12.0,0.0,34.29,51.35,0.4965,0.70525,22.24,,12.535553,2.8059843
2014,CHN,China,WPRO,39.9,116.4,HFRS,15474,356.0,15118.0,0.023,12440.0,3323.0,0.0,2.3,64.0625,0.606125,0.635875,26.66,,13.397522,1.0631217
2014,KOR,South Korea,WPRO,37.6,127.0,HFRS,496,18.0,478.0,0.0363,449.0,174.0,0.0,3.62,66.42500000000001,0.598,0.47625,5.91,,11.755615,2.1634827
2014,BRA,Brazil,AMRO,-15.8,-47.9,HPS,43,19.0,24.0,0.4419,40.0,20.0,0.0,43.18,65.6375,0.630875,0.600625,28.3,,21.898499,3.6575475
2014,ARG,Argentina,AMRO,-34.6,-58.4,HPS,96,29.0,67.0,0.3021,80.0,20.0,0.0,29.9,72.0875,0.607375,0.659,20.99,,17.450104,4.1742053
2014,CHL,Chile,AMRO,-33.4,-70.7,HPS,48,18.0,30.0,0.375,43.0,21.0,1.0,36.73,74.55,0.46775,0.706125,22.65,,15.627197,1.4981086
2015,FIN,Finland,EURO,60.2,24.9,HFRS,2385,18.0,2367.0,0.0075,2219.0,598.0,0.0,0.75,77.525,0.5327500000000001,0.63975,11.78,,7.1586304,2.0519302
2015,RUS,Russia,EURO,55.8,37.6,HFRS,9496,281.0,9215.0,0.0296,7454.0,3777.0,0.0,2.96,68.3,0.67475,0.80625,13.3,,6.572693,1.6770432
2015,DEU,Germany,EURO,52.5,13.4,HFRS,303,3.0,300.0,0.0099,245.0,68.0,0.0,0.99,69.525,0.413,0.65975,10.5,,10.723877,1.7391536
2015,USA,United States,AMRO,38.9,-77.0,HPS,31,8.0,23.0,0.2581,27.0,10.0,0.0,25.0,50.975,0.556,0.743,30.67,,13.602142,2.7307887
2015,CHN,China,WPRO,39.9,116.4,HFRS,20696,783.0,19913.0,0.0378,15684.0,4495.0,0.0,3.78,57.4125,0.567375,0.547875,24.54,,12.972595,1.4432259
2015,KOR,South Korea,WPRO,37.6,127.0,HFRS,525,34.0,491.0,0.0648,399.0,182.0,0.0,6.46,61.725,0.571,0.7132499999999999,15.8,,12.0842285,2.0232553
2015,BRA,Brazil,AMRO,-15.8,-47.9,HPS,55,13.0,42.0,0.2364,51.0,19.0,0.0,23.21,68.03750000000001,0.473125,0.5569999999999999,20.08,,22.541931,3.1697104
2015,ARG,Argentina,AMRO,-34.6,-58.4,HPS,84,27.0,57.0,0.3214,68.0,27.0,6.0,31.76,71.375,0.535,0.75425,25.770000000000003,,17.90326,1.8778449
2015,CHL,Chile,AMRO,-33.4,-70.7,HPS,42,15.0,27.0,0.3571,38.0,20.0,1.0,34.88,73.1875,0.539625,0.700875,25.97,,16.307373,1.7128779
2016,FIN,Finland,EURO,60.2,24.9,HFRS,2251,17.0,2234.0,0.0076,1693.0,637.0,0.0,0.75,75.6,0.591,0.5895,16.28,,6.151764,2.0236464
2016,RUS,Russia,EURO,55.8,37.6,HFRS,7744,372.0,7372.0,0.048,6240.0,2763.0,0.0,4.8,63.075,0.52575,0.7155,13.16,,5.8408813,2.1148772
2016,DEU,Germany,EURO,52.5,13.4,HFRS,292,3.0,289.0,0.0103,221.0,79.0,0.0,1.02,61.75,0.57575,0.68575,9.95,,10.407471,1.5807197
2016,CHN,China,WPRO,39.9,116.4,HFRS,20514,775.0,19739.0,0.0378,16682.0,6709.0,0.0,3.78,58.125,0.53975,0.5862499999999999,22.02,,12.751373,1.796871
2016,USA,United States,AMRO,38.9,-77.0,HPS,43,14.0,29.0,0.3256,34.0,16.0,0.0,31.82,50.7375,0.505375,0.56525,24.8,,14.1180725,3.0248895
2016,KOR,South Korea,WPRO,37.6,127.0,HFRS,864,36.0,828.0,0.0417,672.0,192.0,0.0,4.16,70.0,0.65475,0.70325,16.55,,12.015045,2.7701285
2016,BRA,Brazil,AMRO,-15.8,-47.9,HPS,75,33.0,42.0,0.44,69.0,23.0,0.0,43.42,69.5,0.553875,0.674625,26.82,,22.756073,3.3586752
2016,ARG,Argentina,AMRO,-34.6,-58.4,HPS,98,27.0,71.0,0.2755,88.0,28.0,0.0,27.27,74.425,0.6214999999999999,0.543125,23.92,,17.13385,2.8379703
2016,CHL,Chile,AMRO,-33.4,-70.7,HPS,49,18.0,31.0,0.3673,40.0,21.0,3.0,36.0,79.2875,0.5905,0.600875,28.4,,16.43399,2.1930604
2017,FIN,Finland,EURO,60.2,24.9,HFRS,1857,18.0,1839.0,0.0097,1607.0,422.0,0.0,0.97,76.5,0.6565,0.5667500000000001,9.07,,6.066803,2.46552
2017,RUS,Russia,EURO,55.8,37.6,HFRS,9197,370.0,8827.0,0.0402,7459.0,2340.0,0.0,4.02,65.125,0.48875,0.7145,8.98,,5.519104,1.9943728
2017,DEU,Germany,EURO,52.5,13.4,HFRS,294,2.0,292.0,0.0068,245.0,94.0,0.0,0.68,62.0,0.38075,0.6425000000000001,9.82,,10.092346,2.2794926
2017,USA,United States,AMRO,38.9,-77.0,HPS,43,17.0,26.0,0.3953,34.0,14.0,0.0,38.64,51.575,0.4325,0.5795,26.57,,14.36319,2.8097558
2017,CHN,China,WPRO,39.9,116.4,HFRS,15131,358.0,14773.0,0.0237,14333.0,7733.0,0.0,2.37,52.825,0.460125,0.6025,25.36,,13.092194,1.5442272
2017,KOR,South Korea,WPRO,37.6,127.0,HFRS,586,22.0,564.0,0.0375,520.0,139.0,0.0,3.75,71.4,0.5425,0.6385,12.99,,11.491455,2.6745794
2017,BRA,Brazil,AMRO,-15.8,-47.9,HPS,53,22.0,31.0,0.4151,43.0,12.0,0.0,40.74,70.775,0.61475,0.732375,26.82,,22.207062,3.3345718
2017,ARG,Argentina,AMRO,-34.6,-58.4,HPS,94,22.0,72.0,0.234,87.0,42.0,4.0,23.16,68.1875,0.36,0.608125,24.97,,18.205627,2.7702944
2017,CHL,Chile,AMRO,-33.4,-70.7,HPS,48,17.0,31.0,0.3542,43.0,12.0,3.0,34.69,74.125,0.606625,0.58425,34.34,,15.662994,1.9633672
2018,FIN,Finland,EURO,60.2,24.9,HFRS,1483,15.0,1468.0,0.0101,1214.0,569.0,0.0,1.01,72.45,0.544,0.59625,16.869999999999997,,6.767273,1.8157122
2018,RUS,Russia,EURO,55.8,37.6,HFRS,5675,200.0,5475.0,0.0352,4997.0,2655.0,0.0,3.52,70.2,0.6695,0.785,19.95,,5.7078857,1.4796966
2018,DEU,Germany,EURO,52.5,13.4,HFRS,181,1.0,180.0,0.0055,149.0,39.0,0.0,0.55,64.625,0.4195,0.81625,16.63,,11.341339,1.2431744
2018,USA,United States,AMRO,38.9,-77.0,HPS,30,8.0,22.0,0.2667,28.0,8.0,0.0,25.81,48.25,0.608875,0.8023750000000001,31.06,,13.670593,4.4576917
2018,CHN,China,WPRO,39.9,116.4,HFRS,13034,497.0,12537.0,0.0381,11441.0,5839.0,0.0,3.81,60.2625,0.6025,0.6945,30.22,,12.766968,1.4157664
2018,KOR,South Korea,WPRO,37.6,127.0,HFRS,576,37.0,539.0,0.0642,525.0,228.0,0.0,6.41,71.125,0.52025,0.73375,11.06,,11.150757,3.0161164
2018,BRA,Brazil,AMRO,-15.8,-47.9,HPS,51,22.0,29.0,0.4314,45.0,18.0,0.0,42.31,63.2375,0.6074999999999999,0.677625,31.23,,22.060425,3.328098
2018,ARG,Argentina,AMRO,-34.6,-58.4,HPS,111,39.0,72.0,0.3514,87.0,45.0,4.0,34.82,69.7,0.568875,0.669625,28.78,,17.82312,2.6616297
2018,CHL,Chile,AMRO,-33.4,-70.7,HPS,44,16.0,28.0,0.3636,35.0,18.0,1.0,35.56,69.8375,0.5375,0.5972500000000001,28.16,,15.979858,1.2768224
2019,FIN,Finland,EURO,60.2,24.9,HFRS,1807,21.0,1786.0,0.0116,1605.0,608.0,0.0,1.16,75.6,0.702,0.8285,16.009999999999998,,6.825287,2.2100637
2019,RUS,Russia,EURO,55.8,37.6,HFRS,8064,374.0,7690.0,0.0464,7319.0,3289.0,0.0,4.64,65.9,0.56,0.7202500000000001,11.02,,6.9952087,1.7672092
2019,DEU,Germany,EURO,52.5,13.4,HFRS,221,2.0,219.0,0.009,202.0,102.0,0.0,0.9,69.6,0.57275,0.59075,17.4,,11.566498,1.5906986
2019,USA,United States,AMRO,38.9,-77.0,HPS,36,12.0,24.0,0.3333,28.0,11.0,0.0,32.43,49.125,0.464875,0.721625,25.18,,14.409912,3.0480287
2019,CHN,China,WPRO,39.9,116.4,HFRS,15540,470.0,15070.0,0.0302,13174.0,5929.0,0.0,3.02,61.2125,0.582375,0.624625,31.14,,13.378662,1.117591
2019,KOR,South Korea,WPRO,37.6,127.0,HFRS,475,25.0,450.0,0.0526,406.0,153.0,0.0,5.25,76.2,0.5175,0.62925,17.79,,11.985443,2.4051504
2019,BRA,Brazil,AMRO,-15.8,-47.9,HPS,36,13.0,23.0,0.3611,34.0,9.0,0.0,35.14,74.375,0.57475,0.72675,30.94,,22.855072,2.6083207
2019,CHL,Chile,AMRO,-33.4,-70.7,HPS,30,11.0,19.0,0.3667,23.0,7.0,2.0,35.48,71.55,0.5543750000000001,0.6405,32.28,,16.54486,0.8812276
2019,ARG,Argentina,AMRO,-34.6,-58.4,HPS,99,36.0,63.0,0.3636,80.0,22.0,1.0,36.0,67.525,0.5645,0.7085,26.94,,17.602783,2.8227677
2020,FIN,Finland,EURO,60.2,24.9,HFRS,1898,16.0,1882.0,0.0084,1539.0,749.0,0.0,0.84,73.375,0.7215,0.6525,12.03,,8.1562195,2.36933
2020,RUS,Russia,EURO,55.8,37.6,HFRS,6227,309.0,5918.0,0.0496,5505.0,2301.0,0.0,4.96,58.0,0.76425,0.5795,15.56,,7.409485,1.9975386
2020,DEU,Germany,EURO,52.5,13.4,HFRS,173,1.0,172.0,0.0058,146.0,75.0,0.0,0.57,61.525,0.65625,0.62175,12.58,,11.417603,1.6000372
2020,CHN,China,WPRO,39.9,116.4,HFRS,13546,291.0,13255.0,0.0215,10993.0,5072.0,0.0,2.15,52.0,0.623375,0.637625,33.46,,12.881805,1.0778191
2020,USA,United States,AMRO,38.9,-77.0,HPS,37,15.0,22.0,0.4054,33.0,14.0,0.0,39.47,47.7875,0.5001249999999999,0.709375,35.82,,14.500122,4.0675864
2020,KOR,South Korea,WPRO,37.6,127.0,HFRS,445,27.0,418.0,0.0607,373.0,115.0,0.0,6.05,69.575,0.61225,0.6935,12.79,,11.664368,4.1166496
2020,BRA,Brazil,AMRO,-15.8,-47.9,HPS,48,20.0,28.0,0.4167,43.0,19.0,0.0,40.82,69.925,0.405875,0.7853749999999999,25.09,,21.776978,3.5402842
2020,ARG,Argentina,AMRO,-34.6,-58.4,HPS,86,30.0,56.0,0.3488,79.0,19.0,3.0,34.48,70.5625,0.55525,0.614,33.17,,17.629852,1.6055071
2020,CHL,Chile,AMRO,-33.4,-70.7,HPS,51,17.0,34.0,0.3333,44.0,16.0,1.0,32.69,75.175,0.59075,0.8345,28.24,,16.010223,1.1837023
2021,RUS,Russia,EURO,55.8,37.6,HFRS,6495,251.0,6244.0,0.0386,5469.0,2785.0,0.0,3.86,61.725,0.484,0.79875,15.78,,5.5059204,2.1187217
2021,FIN,Finland,EURO,60.2,24.9,HFRS,1937,22.0,1915.0,0.0114,1771.0,898.0,0.0,1.14,74.975,0.5875,0.7030000000000001,14.03,,6.0646973,2.0867984
2021,DEU,Germany,EURO,52.5,13.4,HFRS,198,2.0,196.0,0.0101,172.0,58.0,0.0,1.01,61.225,0.6467499999999999,0.6295,13.92,,9.788818,2.0920432
2021,USA,United States,AMRO,38.9,-77.0,HPS,39,16.0,23.0,0.4103,31.0,12.0,0.0,40.0,49.525,0.48175,0.639125,31.06,,14.380432,2.834418
2021,CHN,China,WPRO,39.9,116.4,HFRS,16010,530.0,15480.0,0.0331,15113.0,4203.0,0.0,3.31,59.6125,0.5872499999999999,0.84625,31.01,,12.444733,1.9997109
2021,KOR,South Korea,WPRO,37.6,127.0,HFRS,581,27.0,554.0,0.0465,531.0,249.0,0.0,4.64,73.5,0.54625,0.66675,13.82,,12.017151,3.0892632
2021,BRA,Brazil,AMRO,-15.8,-47.9,HPS,60,19.0,41.0,0.3167,48.0,23.0,0.0,31.15,70.4125,0.59175,0.77275,35.01,,21.833282,3.6174414
2021,ARG,Argentina,AMRO,-34.6,-58.4,HPS,97,24.0,73.0,0.2474,75.0,26.0,7.0,24.49,72.275,0.534,0.674625,29.18,,17.648346,2.1395462
2021,CHL,Chile,AMRO,-33.4,-70.7,HPS,43,15.0,28.0,0.3488,38.0,18.0,2.0,34.09,71.225,0.569625,0.606625,31.93,,14.9618225,1.2618214
2022,FIN,Finland,EURO,60.2,24.9,HFRS,2705,25.0,2680.0,0.0092,2201.0,934.0,0.0,0.92,75.475,0.4165,0.59875,14.34,,6.529358,1.5992332
2022,RUS,Russia,EURO,55.8,37.6,HFRS,9274,344.0,8930.0,0.0371,8767.0,2482.0,0.0,3.71,65.39999999999999,0.5327500000000001,0.6467499999999999,19.85,,5.904541,1.5365065
2022,DEU,Germany,EURO,52.5,13.4,HFRS,212,2.0,210.0,0.0094,190.0,65.0,0.0,0.94,64.725,0.5462499999999999,0.77625,15.26,,11.098694,1.2397646
2022,USA,United States,AMRO,38.9,-77.0,HPS,35,16.0,19.0,0.4571,32.0,8.0,0.0,44.44,52.375,0.544875,0.655875,36.38,,13.744385,2.90159
2022,CHN,China,WPRO,39.9,116.4,HFRS,22952,665.0,22287.0,0.029,21199.0,6426.0,0.0,2.9,63.3,0.582375,0.8135,33.33,,12.5555725,1.2461052
2022,KOR,South Korea,WPRO,37.6,127.0,HFRS,794,28.0,766.0,0.0353,661.0,260.0,0.0,3.52,63.8,0.6537499999999999,0.61525,17.4,,11.465576,3.35801
2022,BRA,Brazil,AMRO,-15.8,-47.9,HPS,70,29.0,41.0,0.4143,65.0,26.0,0.0,40.85,62.3625,0.4629999999999999,0.7026249999999999,32.4,,21.632202,2.2270694
2022,ARG,Argentina,AMRO,-34.6,-58.4,HPS,104,31.0,73.0,0.2981,92.0,33.0,8.0,29.52,67.4125,0.507625,0.663875,27.84,,17.231201,1.7171278
2022,CHL,Chile,AMRO,-33.4,-70.7,HPS,42,13.0,29.0,0.3095,31.0,12.0,1.0,30.23,73.9875,0.5275,0.74375,25.68,,14.937256,1.0620321
2023,FIN,Finland,EURO,60.2,24.9,HFRS,2161,22.0,2139.0,0.0102,1925.0,878.0,0.0,1.02,72.55,0.54725,0.7875000000000001,14.499999999999998,,6.510315,1.2251462
2023,RUS,Russia,EURO,55.8,37.6,HFRS,8990,260.0,8730.0,0.0289,8072.0,4241.0,0.0,2.89,55.375,0.383,0.83575,18.87,,6.241272,1.1335101
2023,DEU,Germany,EURO,52.5,13.4,HFRS,288,2.0,286.0,0.0069,257.0,79.0,0.0,0.69,66.35,0.4892499999999999,0.6499999999999999,12.29,,11.265198,1.1595662
2023,USA,United States,AMRO,38.9,-77.0,HPS,46,20.0,26.0,0.4348,36.0,15.0,0.0,42.55,51.175,0.5257499999999999,0.7485,32.83,,14.865448,1.2278223
2023,CHN,China,WPRO,39.9,116.4,HFRS,23885,861.0,23024.0,0.036,22426.0,10203.0,0.0,3.6,58.0875,0.543875,0.660375,29.21,,13.277557,0.7844108
2023,KOR,South Korea,WPRO,37.6,127.0,HFRS,548,23.0,525.0,0.042,494.0,143.0,0.0,4.19,69.85,0.53975,0.6765,15.22,,12.244202,2.0095608
2023,BRA,Brazil,AMRO,-15.8,-47.9,HPS,63,25.0,38.0,0.3968,55.0,25.0,0.0,39.06,67.89999999999999,0.5865,0.799375,31.02,,22.490112,1.0725356
2023,ARG,Argentina,AMRO,-34.6,-58.4,HPS,146,37.0,109.0,0.2534,124.0,42.0,3.0,25.17,71.0125,0.525625,0.8282499999999999,36.28,,18.264862,1.1300069
2023,CHL,Chile,AMRO,-33.4,-70.7,HPS,66,19.0,47.0,0.2879,51.0,14.0,4.0,28.36,70.7875,0.536125,0.716,35.18,,16.08844,0.8347353
2024,FIN,Finland,EURO,60.2,24.9,HFRS,2023,16.0,2007.0,0.0079,1691.0,495.0,0.0,0.79,81.525,0.398,0.735,15.54,,7.3363037,2.0437675
2024,RUS,Russia,EURO,55.8,37.6,HFRS,7780,378.0,7402.0,0.0486,6289.0,3290.0,0.0,4.86,72.3,0.56375,0.81875,10.93,,6.96521,1.6606065
2024,DEU,Germany,EURO,52.5,13.4,HFRS,301,2.0,299.0,0.0066,247.0,66.0,0.0,0.66,66.775,0.4912499999999999,0.67775,15.09,,11.90155,1.7359432
2024,USA,United States,AMRO,38.9,-77.0,HPS,47,12.0,35.0,0.2553,41.0,13.0,0.0,25.0,52.9125,0.538,0.757875,35.65,,14.700867,2.7704184
2024,CHN,China,WPRO,39.9,116.4,HFRS,20318,652.0,19666.0,0.0321,18769.0,7905.0,0.0,3.21,64.2875,0.5525,0.6465,26.93,,13.372589,1.8249905
2024,KOR,South Korea,WPRO,37.6,127.0,HFRS,685,28.0,657.0,0.0409,515.0,166.0,0.0,4.08,69.675,0.43625,0.7885,17.46,,12.957703,3.2636032
2024,BRA,Brazil,AMRO,-15.8,-47.9,HPS,67,28.0,39.0,0.4179,54.0,19.0,0.0,41.18,68.1875,0.61875,0.69925,31.97,,22.260284,3.289568
2024,ARG,Argentina,AMRO,-34.6,-58.4,HPS,85,27.0,58.0,0.3176,72.0,19.0,1.0,31.4,69.2,0.647375,0.722,27.6,,17.757202,2.5792642
2024,CHL,Chile,AMRO,-33.4,-70.7,HPS,55,13.0,42.0,0.2364,42.0,19.0,0.0,23.21,77.025,0.533125,0.669875,30.5,,15.61087,1.7622088
2025,RUS,Russia,EURO,55.8,37.6,HFRS,8698,411.0,8287.0,0.0473,6554.0,3531.0,0.0,4.72,62.77499999999999,0.48525,0.8734999999999999,18.89,,7.6371155,2.008785
2025,FIN,Finland,EURO,60.2,24.9,HFRS,2278,20.0,2258.0,0.0088,1778.0,458.0,0.0,0.88,82.9,0.64375,0.844,17.79,,7.7552795,2.0140915
2025,DEU,Germany,EURO,52.5,13.4,HFRS,178,1.0,177.0,0.0056,143.0,71.0,0.0,0.56,71.4,0.44475,0.80875,16.88,,10.652405,1.4818385
2025,USA,United States,AMRO,38.9,-77.0,HPS,42,19.0,23.0,0.4524,39.0,15.0,0.0,44.19,52.3125,0.497,0.8555,36.07,,13.623779,3.0744143
2025,CHN,China,WPRO,39.9,116.4,HFRS,13735,518.0,13217.0,0.0377,12195.0,5523.0,0.0,3.77,57.025,0.59275,0.64775,35.18,,13.108948,1.6143149
2025,KOR,South Korea,WPRO,37.6,127.0,HFRS,736,43.0,693.0,0.0584,693.0,274.0,0.0,5.83,69.675,0.521,0.7635000000000001,18.01,,12.145752,3.8453274
2025,BRA,Brazil,AMRO,-15.8,-47.9,HPS,41,15.0,26.0,0.3659,31.0,12.0,0.0,35.71,69.5125,0.544875,0.70775,32.39,,22.158386,2.531432
2025,ARG,Argentina,AMRO,-34.6,-58.4,HPS,118,29.0,89.0,0.2458,91.0,36.0,9.0,24.37,69.85,0.672875,0.83325,37.39,,17.895264,2.5708296
2025,CHL,Chile,AMRO,-33.4,-70.7,HPS,53,19.0,34.0,0.3585,40.0,11.0,4.0,35.19,69.5875,0.502875,0.755625,34.67,,15.900787,1.318918
